2020-07-27 18:03:09,524 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-07-27 18:03:09,555 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-07-27 18:03:09,556 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2020-07-27 18:03:09,557 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2020-07-27 18:03:09,566 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2020-07-27 18:03:09,567 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2020-07-27 18:03:09,584 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2020-07-27 18:05:57,854 INFO  SwAddin.cs: 271 - Assembly export called for file brazo_ppi2.SLDASM
2020-07-27 18:05:57,855 INFO  SwAddin.cs: 276 - Save is required
2020-07-27 18:05:57,863 INFO  SwAddin.cs: 290 - Saving assembly
2020-07-27 18:05:58,422 INFO  SwAddin.cs: 293 - Opening property manager
2020-07-27 18:05:58,439 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from brazo_ppi2.SLDASM
2020-07-27 18:05:58,446 INFO  ExportHelperExtension.cs: 1142 - Found 36 in brazo_ppi2.SLDASM
2020-07-27 18:05:58,448 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in brazo_ppi2.SLDASM
2020-07-27 18:05:58,448 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-07-27 18:05:58,449 INFO  ExportHelperExtension.cs: 1167 - 8 components to check
2020-07-27 18:05:58,450 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from gripper-1
2020-07-27 18:05:58,451 INFO  ExportHelperExtension.cs: 1142 - Found 37 in gripper-1
2020-07-27 18:05:58,452 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in gripper-1
2020-07-27 18:05:58,453 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from eslabon1-3
2020-07-27 18:05:58,454 INFO  ExportHelperExtension.cs: 1142 - Found 31 in eslabon1-3
2020-07-27 18:05:58,455 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in eslabon1-3
2020-07-27 18:05:58,456 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from eslabon1-1
2020-07-27 18:05:58,457 INFO  ExportHelperExtension.cs: 1142 - Found 31 in eslabon1-1
2020-07-27 18:05:58,459 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in eslabon1-1
2020-07-27 18:05:58,460 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from eslabon2-2
2020-07-27 18:05:58,461 INFO  ExportHelperExtension.cs: 1142 - Found 30 in eslabon2-2
2020-07-27 18:05:58,463 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in eslabon2-2
2020-07-27 18:05:58,463 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from base-1
2020-07-27 18:05:58,465 INFO  ExportHelperExtension.cs: 1142 - Found 44 in base-1
2020-07-27 18:05:58,466 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in base-1
2020-07-27 18:05:58,467 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from eslabon2-1
2020-07-27 18:05:58,468 INFO  ExportHelperExtension.cs: 1142 - Found 30 in eslabon2-1
2020-07-27 18:05:58,470 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in eslabon2-1
2020-07-27 18:05:58,470 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from eslabon1-2
2020-07-27 18:05:58,471 INFO  ExportHelperExtension.cs: 1142 - Found 31 in eslabon1-2
2020-07-27 18:05:58,472 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in eslabon1-2
2020-07-27 18:05:58,473 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from eslabon2-3
2020-07-27 18:05:58,473 INFO  ExportHelperExtension.cs: 1142 - Found 30 in eslabon2-3
2020-07-27 18:05:58,474 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in eslabon2-3
2020-07-27 18:05:58,476 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from brazo_ppi2.SLDASM
